CustomerID,Name,OnlineBooking,OfflineBooking,Destination,BookingMode,FlightType,Age,Fare,CustomerRating,TravelClass,FlightStatus,NumPassengers
301,Aaryahi Basu,True,True,Korba,Offline,International,24,26123,4.3,Economy,Canceled,2
302,Navya Bhargava,True,False,Nagpur,Offline,International,48,25912,4.4,Business,Delayed,2
303,Hiran Iyer,False,False,Kavali,Offline,International,32,19181,3.1,Economy,On Time,5
304,Sahil Kashyap,False,True,Bongaigaon,Offline,International,28,17194,3.6,Economy,Delayed,1
305,Bhavin Bhakta,False,True,Begusarai,Offline,International,38,8186,3.3,Economy,On Time,3
306,Drishya Agarwal,True,False,Dehradun,Offline,International,18,15233,4.1,Business,Delayed,1
307,Shalv Ranganathan,False,False,Coimbatore,Offline,International,24,15892,4.3,Business,Canceled,2
308,Ishaan Kibe,True,False,Warangal,Offline,International,42,27784,3.7,First,Canceled,3
309,Kiaan Ghosh,False,True,Bongaigaon,Offline,International,65,29882,3.9,Business,Delayed,1
310,Biju Comar,False,True,Khammam,Offline,International,25,24938,4.3,Business,Canceled,5
311,Prisha Atwal,False,False,Arrah,Offline,International,44,9990,3.3,First,Canceled,4
312,Mehul Bath,False,False,Belgaum,Offline,International,70,5708,4.7,Economy,Delayed,4
313,Pranay Gupta,True,False,Ambala,Offline,International,43,9039,3.0,Economy,Delayed,5
314,Gatik Grewal,False,False,Bathinda,Offline,International,54,12224,3.1,Business,Canceled,1
315,Ryan Balay,True,True,Yamunanagar,Offline,International,59,12995,3.1,First,Canceled,1
316,Rania Bajaj,True,True,Ghaziabad,Offline,International,31,15806,4.4,First,On Time,4
317,Ojas Bali,True,False,Bhilai,Offline,International,69,13878,4.0,Business,Delayed,5
318,Nitya Joshi,False,False,Salem,Offline,International,25,24841,4.6,Economy,Canceled,1
319,Samarth Dora,True,False,Muzaffarnagar,Offline,International,28,28206,3.4,Economy,Delayed,1
320,Divij Deep,False,False,Nandyal,Offline,International,57,29769,3.9,First,Canceled,2
321,Zeeshan Setty,False,True,Ludhiana,Offline,International,41,27771,4.2,Business,Delayed,2
322,Taimur Ramakrishnan,False,False,Bhiwandi,Offline,International,69,22275,4.5,Business,Canceled,4
323,Yasmin Setty,True,True,Kurnool,Offline,International,18,18334,3.6,First,On Time,5
324,Saksham Gour,False,True,Tiruvottiyur,Offline,International,35,29628,4.7,Business,Canceled,5
325,Arhaan Ghose,False,True,Alwar,Offline,International,30,13139,4.1,Economy,Delayed,5
326,Jhanvi Keer,True,False,Navi Mumbai,Offline,International,27,11908,4.3,Business,Canceled,4
327,Sumer Saxena,True,True,Allahabad,Offline,International,68,13632,4.4,Economy,Canceled,1
328,Mahika Bali,True,True,Bhalswa Jahangir Pur,Offline,International,54,10165,3.4,Business,Delayed,2
329,Pari Banerjee,True,True,Tinsukia,Offline,International,55,10845,3.1,Business,On Time,2
330,Arhaan Varma,False,False,Ghaziabad,Offline,International,20,21664,4.8,Business,Canceled,3
331,Heer Tella,True,False,Chandigarh,Offline,International,52,6049,4.1,First,On Time,1
332,Reyansh Suri,False,False,Saharanpur,Offline,International,48,10975,4.0,Economy,Delayed,4
333,Jayant Amble,False,True,Sambhal,Offline,International,56,27481,3.4,Economy,Delayed,1
334,Oorja Jayaraman,True,True,Morena,Offline,International,20,12578,3.8,First,Canceled,3
335,Heer Kashyap,True,False,Bhiwandi,Offline,International,35,17212,4.2,Economy,Canceled,5
336,Ehsaan Sachdeva,False,True,Shimoga,Offline,International,60,25131,4.7,Economy,Delayed,5
337,Advika Sahota,True,True,Katihar,Offline,International,53,15722,4.7,First,Delayed,3
338,Eva Tara,True,False,Surendranagar Dudhrej,Offline,International,59,23453,4.0,First,On Time,5
339,Kartik Mannan,False,False,Jamalpur,Offline,International,44,23965,3.1,First,Canceled,3
340,Mohanlal Ben,True,True,Jalgaon,Offline,International,28,29121,4.7,Economy,Canceled,2
341,Vardaniya Uppal,False,True,Mehsana,Offline,International,65,9897,4.7,Business,Delayed,3
342,Azad Kade,True,False,Gwalior,Offline,International,58,23026,3.4,First,Canceled,5
343,Adah Hari,True,True,Guntur,Offline,International,67,21985,5.0,Business,Canceled,3
344,Neysa Sen,False,True,Thrissur,Offline,International,27,10682,4.9,Economy,On Time,4
345,Mishti Khurana,True,False,Kottayam,Offline,International,56,24310,4.8,Economy,On Time,4
346,Nakul Sarkar,True,False,Korba,Offline,International,67,11569,3.7,Economy,Canceled,1
347,Adira Chowdhury,False,False,North Dumdum,Offline,International,33,13124,3.6,First,Canceled,5
348,Zain Mane,False,True,Indore,Offline,International,21,20978,3.3,Economy,Delayed,1
349,Ryan Dhawan,False,False,Ranchi,Offline,International,31,7930,4.7,First,On Time,5
350,Adah Sami,False,True,Thoothukudi,Offline,International,23,17297,4.0,First,Delayed,3
351,Rania Dayal,False,True,Bhiwani,Offline,International,21,12837,3.2,First,On Time,5
352,Hunar Kannan,False,False,Loni,Offline,International,56,27923,3.5,Economy,Canceled,4
353,Prerak Chaudhary,True,False,Giridih,Offline,International,22,19724,4.2,Business,Delayed,2
354,Tarini Shere,False,False,Ratlam,Offline,International,68,9537,4.1,Business,Delayed,2
355,Ojas Kari,False,False,Ambattur,Offline,International,36,13003,4.0,Economy,Canceled,2
356,Saanvi Goyal,True,False,Korba,Offline,International,58,16136,3.9,Business,On Time,5
357,Kabir Kaur,False,True,Mira-Bhayandar,Offline,International,70,21575,3.3,First,Delayed,3
358,Ishaan Din,True,False,Rajpur Sonarpur,Offline,International,49,27494,3.1,Business,Delayed,5
359,Samarth Loke,False,False,Shimla,Offline,International,27,21522,4.3,Economy,Canceled,3
360,Urvi Sachar,False,False,Morbi,Offline,International,64,15805,4.4,Business,Delayed,4
361,Pihu Babu,False,True,Mira-Bhayandar,Offline,International,58,28059,3.3,Economy,Delayed,5
362,Indranil Taneja,True,False,Tiruppur,Offline,International,32,11941,4.5,First,On Time,3
363,Anika Dua,False,False,Aizawl,Offline,International,57,8976,4.9,First,Canceled,2
364,Arnav Khare,True,True,Sagar,Offline,International,46,28285,4.8,First,On Time,5
365,Dhanuk Singh,False,False,Dehri,Offline,International,63,28059,3.1,First,Delayed,4
366,Saksham Divan,False,True,Ratlam,Offline,International,33,25837,4.1,First,Canceled,2
367,Ishita Mammen,True,False,Bally,Offline,International,54,25212,3.3,Economy,On Time,1
368,Jayan Yogi,False,True,Guwahati,Offline,International,57,27717,4.2,Business,Canceled,2
369,Rania Venkatesh,True,True,Rajahmundry,Offline,International,30,27761,4.2,First,Delayed,1
370,Gatik Walla,True,True,Muzaffarnagar,Offline,International,40,23892,5.0,First,On Time,3
371,Gokul Toor,True,True,Jalgaon,Offline,International,44,24717,3.5,First,Canceled,5
372,Elakshi Sawhney,True,False,Dibrugarh,Offline,International,65,16394,3.5,First,Canceled,1
373,Zaina Bhargava,True,True,Sonipat,Offline,International,44,10887,3.4,First,On Time,5
374,Jhanvi Barman,False,True,Kollam,Offline,International,53,27391,3.8,Business,Canceled,2
375,Drishya Bhavsar,True,False,Firozabad,Offline,International,55,11682,4.3,First,On Time,1
376,Inaaya  Sibal,False,False,Tiruvottiyur,Offline,International,51,6322,4.4,Economy,Delayed,1
377,Rati Kakar,True,False,Howrah,Offline,International,67,12969,4.7,Business,Canceled,4
378,Farhan Shukla,True,True,Medininagar,Offline,International,57,25581,3.1,Business,Canceled,5
379,Saksham Bhavsar,True,True,Dewas,Offline,International,60,16727,3.7,Business,Canceled,2
380,Aaina Khatri,False,True,Thane,Offline,International,32,27697,3.1,First,Canceled,2
381,Aarav Mani,False,False,Hubli–Dharwad,Offline,International,30,23738,4.3,First,Delayed,3
382,Dharmajan Gopal,True,True,Sri Ganganagar,Offline,International,28,11296,4.7,Business,On Time,2
383,Navya Khosla,True,True,Junagadh,Offline,International,18,28519,3.1,Economy,Delayed,3
384,Eshani Basak,False,True,Chittoor,Offline,International,52,5085,5.0,Business,Canceled,1
385,Shanaya Thakur,False,False,Raipur,Offline,International,36,28509,4.1,First,Delayed,5
386,Kismat Bhattacharyya,False,False,Morbi,Offline,International,50,12539,3.1,Economy,On Time,2
387,Ishita Sur,True,False,Hyderabad,Online,International,56,22671,3.1,Economy,On Time,1
388,Piya Buch,False,True,Mira-Bhayandar,Offline,International,24,10875,3.4,First,Canceled,3
389,Saanvi Dash,True,True,Unnao,Offline,International,67,21196,3.5,First,Delayed,3
390,Mishti Soni,True,False,Bhopal,Offline,International,21,20578,4.9,First,On Time,1
391,Sumer Setty,False,True,Aizawl,Offline,International,32,21777,4.8,Economy,Canceled,1
392,Vivaan Bakshi,False,False,Orai,Offline,International,48,11843,3.7,First,On Time,3
393,Ranbir Sama,False,False,Gurgaon,Offline,International,36,10938,3.7,Economy,Delayed,2
394,Alia Rout,True,False,Katihar,Offline,International,47,18661,4.8,Business,Delayed,5
395,Pranay Aggarwal,False,False,Secunderabad,Offline,International,22,16246,3.9,Business,Canceled,2
396,Zaina Wali,False,False,Lucknow,Offline,International,36,13872,4.1,Economy,Delayed,2
397,Vidur Gill,True,False,Begusarai,Offline,International,31,27832,4.7,Business,On Time,4
398,Jivin Wable,True,True,Katihar,Offline,International,58,18730,4.2,Economy,Delayed,4
399,Nakul Subramaniam,False,True,Mathura,Offline,International,39,24739,4.9,Economy,Canceled,2
400,Kanav Deshpande,True,True,Alappuzha,Offline,International,46,8395,4.8,Business,On Time,3
401,Farhan Bawa,False,False,Lucknow,Offline,International,24,27319,4.1,Economy,Delayed,2
402,Divit Gera,False,True,Dehradun,Offline,International,59,21373,3.7,First,Delayed,3
403,Taran Lala,True,True,Burhanpur,Offline,International,53,27713,3.2,Business,On Time,5
404,Riaan Sagar,True,False,Davanagere,Offline,International,31,20277,4.8,Economy,On Time,4
405,Diya Krish,True,False,Hindupur,Offline,International,68,11656,4.8,First,Canceled,3
406,Emir Badal,True,True,Ambala,Offline,International,52,13912,3.4,Business,On Time,4
407,Vritika Dada,True,False,Visakhapatnam,Offline,International,45,20453,3.4,Business,Canceled,3
408,Ojas Aurora,False,True,Serampore,Offline,International,45,21426,4.2,Business,Delayed,1
409,Anvi Iyengar,False,True,Hazaribagh,Offline,International,66,15550,4.4,Business,Delayed,4
410,Hridaan Doshi,True,False,Noida,Offline,International,39,27330,4.9,Economy,Canceled,2
411,Advika Chaudhuri,True,True,Ramagundam,Offline,International,51,20679,4.0,Business,On Time,4
412,Ryan Sinha,False,False,Malda,Offline,International,50,28829,3.4,First,On Time,1
413,Vivaan Sur,True,False,Bharatpur,Offline,International,59,15223,3.6,Economy,On Time,4
414,Manikya Trivedi,False,False,Parbhani,Offline,International,69,5225,3.3,First,On Time,5
415,Anaya Raval,True,False,Machilipatnam,Offline,International,23,7558,4.7,Business,Delayed,5
416,Manjari Dua,True,True,Saharsa,Offline,International,62,28059,3.3,First,Delayed,1
417,Adira Sastry,False,False,Rampur,Offline,International,28,13440,3.7,Economy,Delayed,3
418,Hazel Kala,False,True,Tiruchirappalli,Offline,International,44,9829,3.4,Business,On Time,3
419,Hridaan Zacharia,True,False,Rampur,Offline,International,27,27565,3.6,First,On Time,3
420,Zara Dewan,True,False,Aurangabad,Offline,International,61,15558,4.4,Business,Delayed,3
421,Renee Badami,True,True,Jaipur,Offline,International,28,5970,3.8,First,Delayed,3
422,Madhav Dyal,False,False,Ghaziabad,Offline,International,22,24395,4.1,First,On Time,2
423,Pranay Konda,False,True,Kishanganj,Offline,International,41,19085,4.6,Economy,Delayed,3
424,Dhruv Maharaj,True,True,Chennai,Online,International,65,20633,3.5,Economy,On Time,5
425,Zeeshan Kulkarni,False,False,Bidar,Offline,International,56,6418,3.8,First,Canceled,4
426,Divit Konda,True,True,Alwar,Offline,International,63,16855,3.8,Business,Delayed,1
427,Zoya Ramachandran,False,False,Tiruchirappalli,Offline,International,57,5967,3.6,Business,Delayed,3
428,Aayush Tank,True,False,Kanpur,Offline,International,70,23177,4.9,Economy,On Time,4
429,Alisha Kata,False,False,Darbhanga,Offline,International,52,12144,4.5,First,Delayed,5
430,Dhanuk Bhardwaj,True,False,Guntakal,Offline,International,61,21042,3.7,Business,Canceled,3
431,Khushi Yogi,False,True,Satara,Offline,International,62,23663,4.6,Business,Delayed,2
432,Riaan Ravel,True,False,Alappuzha,Offline,International,24,28115,3.5,Economy,Canceled,5
433,Shalv Sharaf,False,False,Durgapur,Offline,International,64,10291,4.4,Business,Delayed,1
434,Riya Sridhar,False,True,Mango,Offline,International,33,8973,4.4,Business,Delayed,4
435,Divij Dhar,True,True,Bidhannagar,Offline,International,21,26027,4.3,Economy,Delayed,2
436,Nirvi Karnik,False,True,Kishanganj,Offline,International,42,13774,4.0,Economy,Delayed,4
437,Bhavin Chadha,True,True,Indore,Offline,International,62,23713,4.9,Economy,Canceled,1
438,Aniruddh Amble,True,False,Allahabad,Offline,International,35,8094,3.5,Economy,On Time,5
439,Farhan Dugal,False,False,Shahjahanpur,Offline,International,36,18058,3.4,First,Canceled,5
440,Dhanuk Swaminathan,True,True,Kishanganj,Offline,International,44,13467,3.2,Economy,On Time,5
441,Suhana Uppal,True,False,Agra,Offline,International,24,26410,3.8,First,Delayed,3
442,Anika Walla,True,False,Bettiah,Offline,International,48,14645,3.3,Business,Canceled,5
443,Eva Lall,False,False,Unnao,Offline,International,60,17218,4.1,First,On Time,3
444,Kabir Varty,False,False,Ambattur,Offline,International,60,29615,3.3,Business,Canceled,2
445,Hazel Edwin,True,False,Dhule,Offline,International,33,16108,3.6,First,Canceled,2
446,Taran Kurian,True,True,Kolhapur,Offline,International,41,12811,4.6,Business,On Time,4
447,Nirvaan Sen,True,False,Agra,Offline,International,47,5551,3.5,Economy,On Time,2
448,Lavanya Warrior,False,True,Morbi,Offline,International,70,13667,4.1,Business,Delayed,2
449,Suhana Agarwal,False,False,Muzaffarnagar,Offline,International,49,7815,4.0,First,On Time,3
450,Vaibhav Dash,True,False,Narasaraopet,Offline,International,38,19368,4.5,First,Canceled,4
451,Jhanvi Hayer,True,True,Vasai-Virar,Offline,International,63,19368,4.2,First,Delayed,3
452,Nehmat Sathe,True,False,Ghaziabad,Offline,International,58,19570,4.1,Economy,Delayed,4
453,Tanya Tripathi,False,False,Haridwar,Offline,International,29,7233,3.3,Economy,Delayed,4
454,Aniruddh Tara,True,False,Baranagar,Offline,International,46,21563,3.7,First,Delayed,4
455,Gokul Char,False,True,Durg,Offline,International,26,13618,3.7,Economy,Delayed,1
456,Saira Trivedi,False,False,Dehri,Offline,International,41,9798,4.3,Economy,Delayed,1
457,Aradhya Bajaj,False,False,Vasai-Virar,Offline,International,42,9865,4.5,Economy,On Time,1
458,Kavya Venkatesh,True,False,Visakhapatnam,Offline,International,36,22686,4.4,Economy,Delayed,2
459,Ritvik Khare,False,True,Kollam,Offline,International,60,27076,3.1,Business,On Time,1
460,Rhea Das,False,False,Gangtok,Offline,International,49,8159,4.7,First,Canceled,2
461,Madhav Krishnamurthy,True,False,Amroha,Offline,International,46,27668,3.7,First,Canceled,3
462,Ivan Bahri,True,True,Panipat,Offline,International,19,16192,4.8,Economy,Canceled,2
463,Nakul Grewal,True,True,Fatehpur,Offline,International,56,13405,3.5,First,On Time,5
464,Zoya Lad,False,False,Gurgaon,Offline,International,22,8793,3.6,Economy,On Time,4
465,Sumer Virk,False,False,Dharmavaram,Offline,International,36,29628,3.3,Business,Canceled,4
466,Pranay Tella,True,True,Sambalpur,Offline,International,33,11641,3.4,Economy,Delayed,3
467,Vihaan Dube,True,False,Sasaram,Offline,International,24,29833,3.0,First,On Time,1
468,Miraya Bali,True,True,Dehradun,Offline,International,48,23707,3.7,First,On Time,4
469,Vaibhav Vala,False,False,Phusro,Offline,International,67,12427,3.4,Economy,On Time,4
470,Baiju Lalla,True,True,Gorakhpur,Offline,International,29,19757,3.5,Economy,Delayed,1
471,Ranbir Sinha,True,False,Karawal Nagar,Offline,International,54,18694,4.9,Business,Canceled,5
472,Vivaan Kari,True,False,Deoghar,Offline,International,38,12333,3.7,First,Canceled,3
473,Diya Dara,True,False,Howrah,Offline,International,32,12256,4.2,Business,Canceled,4
474,Veer Gola,False,True,Parbhani,Offline,International,61,12689,4.4,First,Canceled,2
475,Ivana Das,True,True,Aurangabad,Offline,International,64,15749,3.4,Economy,On Time,5
476,Adira Varkey,False,False,Kavali,Offline,International,40,15489,4.1,First,Canceled,2
477,Samaira Bajaj,False,False,Vasai-Virar,Offline,International,20,8904,4.0,Economy,On Time,1
478,Pihu Sawhney,False,False,Mau,Offline,International,58,24092,4.1,Economy,Canceled,2
479,Aniruddh Hegde,True,False,Durg,Offline,International,39,25552,4.7,First,Delayed,5
480,Aarush Kant,True,True,Latur,Offline,International,54,18856,4.7,Economy,Delayed,5
481,Nayantara Balakrishnan,True,True,Phagwara,Offline,International,37,16309,3.7,Business,On Time,3
482,Heer Bajwa,False,True,Gwalior,Offline,International,33,18987,4.7,First,On Time,5
483,Dishani Vyas,True,False,Chandrapur,Offline,International,47,28929,4.8,Economy,Canceled,3
484,Zoya Yadav,True,False,Pudukkottai,Offline,International,22,27509,3.9,Business,Delayed,5
485,Priyansh Wable,True,True,Bhimavaram,Offline,International,31,7964,4.5,Economy,On Time,4
486,Hunar Shenoy,False,False,Alwar,Offline,International,34,14456,4.7,Economy,Canceled,2
487,Amani Ravi,True,False,Udaipur,Offline,International,32,25618,4.5,First,Delayed,2
488,Damini Wali,True,True,Surendranagar Dudhrej,Offline,International,32,27748,3.9,Business,On Time,1
489,Saanvi Kant,False,True,Panipat,Offline,International,59,11040,3.7,Business,Delayed,1
490,Inaaya  Tripathi,False,True,Kamarhati,Offline,International,35,17968,3.8,First,Delayed,2
491,Dhanuk Madan,True,False,Berhampur,Offline,International,39,9831,3.5,First,On Time,1
492,Anay Acharya,False,False,Eluru,Offline,International,64,11901,4.6,Business,Canceled,2
493,Neelofar Ghose,True,True,Nellore,Offline,International,25,22343,4.8,Economy,Delayed,5
494,Romil Solanki,True,True,Anantapur,Offline,International,45,22884,3.8,Business,On Time,4
495,Eva Raval,False,False,Kanpur,Offline,International,49,8392,4.4,Economy,Canceled,1
496,Pihu Swaminathan,True,False,Maheshtala,Offline,International,53,23224,3.7,First,On Time,1
497,Piya Jayaraman,False,False,Haridwar,Offline,International,61,22565,3.0,Economy,Canceled,4
498,Manikya Walia,True,False,Ujjain,Offline,International,42,17306,4.4,First,Canceled,1
499,Trisha Chaudhari,False,True,Alappuzha,Offline,International,61,26166,3.5,Economy,On Time,3
500,Ayesha Tak,False,False,Siwan,Offline,International,65,21406,4.8,First,On Time,4
501,Drishya Sood,False,False,Uluberia,Offline,International,28,5204,3.2,Business,On Time,1
502,Yuvraj  Joshi,False,True,Raurkela Industrial Township,Offline,International,35,27160,4.1,Economy,On Time,5
503,Ishaan Bhagat,False,False,Bhind,Offline,International,39,20943,4.2,First,Delayed,3
504,Hiran Bandi,False,True,Mira-Bhayandar,Offline,International,47,9661,4.4,Economy,Canceled,1
505,Seher Bawa,True,False,Hindupur,Offline,International,19,27814,3.2,Economy,Canceled,5
506,Onkar Bedi,False,True,Bongaigaon,Offline,International,42,22032,3.4,Economy,Delayed,5
507,Azad Dhawan,False,True,Miryalaguda,Offline,International,26,5548,4.8,Business,Canceled,5
508,Rhea Ratti,False,True,Imphal,Offline,International,70,5973,3.6,Business,Delayed,5
509,Amani Kannan,True,True,Shivpuri,Offline,International,50,14852,4.0,First,On Time,5
510,Ryan Kala,False,True,Jodhpur,Offline,International,64,21457,4.2,First,Delayed,5
511,Aayush Mangal,True,False,Vasai-Virar,Offline,International,18,26812,5.0,First,On Time,1
512,Rati Mangal,True,False,Amravati,Offline,International,21,26220,3.1,First,On Time,4
513,Kavya Sunder,False,False,Jammu,Offline,International,65,29590,4.6,First,Canceled,1
514,Rati Jaggi,False,False,Jamnagar,Offline,International,27,19868,4.6,First,Delayed,1
515,Anvi Sane,True,True,Thiruvananthapuram,Offline,International,22,19595,3.7,Economy,On Time,3
516,Siya Mangal,False,False,Chandrapur,Offline,International,37,6723,4.1,Business,On Time,2
517,Shamik Sani,False,True,Yamunanagar,Offline,International,30,10488,4.6,Economy,On Time,2
518,Aarav Tak,True,True,Proddatur,Offline,International,47,7301,3.0,First,On Time,4
519,Reyansh Edwin,False,False,Alwar,Offline,International,67,20184,3.5,Business,Delayed,2
520,Sana Choudhry,True,True,Bhiwandi,Offline,International,41,17866,3.0,First,Delayed,2
521,Ivan Loke,True,False,Bhatpara,Offline,International,45,28090,4.7,Business,Canceled,4
522,Amani Grover,True,False,Cuttack,Offline,International,31,14740,3.8,Business,Delayed,4
523,Tara Wason,False,False,Solapur,Offline,International,53,21302,3.8,Economy,Delayed,1
524,Akarsh Ganguly,False,True,Imphal,Offline,International,65,19168,5.0,Economy,Canceled,1
525,Madhup Biswas,False,False,Coimbatore,Offline,International,67,5050,4.1,Economy,Canceled,4
526,Sumer Rege,False,True,Morbi,Offline,International,40,17643,4.2,Business,Canceled,1
527,Onkar Bahl,True,True,Phusro,Offline,International,55,10828,3.2,Economy,Canceled,1
528,Miraya Madan,False,False,Bangalore,Online,Domestic,47,26627,3.9,Economy,Delayed,1
529,Mehul Badami,False,True,Sonipat,Offline,International,37,13543,4.3,First,Canceled,2
530,Nishith Sehgal,False,True,Kota,Offline,International,24,28813,3.3,Business,Delayed,1
531,Siya Mander,False,True,Miryalaguda,Offline,International,60,8117,4.7,First,Delayed,4
532,Aayush Shankar,True,False,Pali,Offline,International,36,7135,5.0,Business,Canceled,5
533,Heer Sinha,True,True,Malda,Offline,International,53,24075,4.1,Economy,On Time,1
534,Vihaan Mahajan,True,True,Jorhat,Offline,International,34,5661,3.8,Economy,On Time,4
535,Tara Khalsa,False,True,Muzaffarpur,Offline,International,21,10909,4.3,Economy,Delayed,2
536,Shamik Tank,False,True,Mathura,Offline,International,40,17626,4.8,Economy,On Time,2
537,Stuvan Khalsa,False,True,Jamalpur,Offline,International,39,12016,5.0,Economy,Canceled,2
538,Diya Ramesh,True,True,Gandhidham,Offline,International,40,25711,3.6,Economy,On Time,4
539,Pranay Mallick,True,False,Thane,Offline,International,45,24840,5.0,Business,Delayed,5
540,Drishya Bhavsar,False,True,Mangalore,Offline,International,36,15427,3.4,Business,On Time,2
541,Jhanvi Golla,True,True,Ahmednagar,Offline,International,38,17439,3.6,Business,On Time,2
542,Farhan Ranganathan,False,True,Kharagpur,Offline,International,49,18800,3.3,Business,Canceled,3
543,Samarth Malhotra,True,False,Medininagar,Offline,International,31,12883,4.9,First,On Time,1
544,Advik Arora,True,True,Kanpur,Offline,International,26,19609,4.4,Economy,On Time,4
545,Shanaya Chaudhari,False,False,Mathura,Offline,International,55,17142,4.5,Business,Delayed,1
546,Rohan Krishnamurthy,True,False,Bhimavaram,Offline,International,30,6992,4.3,Business,Canceled,2
547,Ishita Sekhon,True,False,Kurnool,Offline,International,55,26080,4.5,Business,Delayed,3
548,Amira Wadhwa,False,False,Varanasi,Offline,International,23,6822,4.4,First,Canceled,4
549,Kiara Hayre,False,True,Hubli–Dharwad,Offline,International,30,25613,3.8,First,Canceled,2
550,Alisha Tiwari,True,True,Ichalkaranji,Offline,International,27,19076,4.7,First,Canceled,1
551,Damini Mannan,False,True,Bokaro,Offline,International,69,23163,4.6,First,On Time,5
552,Mamooty Sama,False,True,Mathura,Offline,International,66,24069,3.4,Business,Canceled,4
553,Hiran Goyal,True,False,Parbhani,Offline,International,69,22021,3.3,First,On Time,4
554,Veer Gopal,True,True,Coimbatore,Offline,International,37,22641,4.6,Economy,Canceled,1
555,Yuvaan Maharaj,False,False,Bidhannagar,Offline,International,47,18584,4.8,First,Canceled,2
556,Ojas Rao,False,False,Durg,Offline,International,21,17755,4.2,Economy,On Time,5
557,Shaan Maharaj,True,True,Mirzapur,Offline,International,42,20449,4.5,Economy,Canceled,2
558,Vardaniya Vala,False,False,Bihar Sharif,Offline,International,18,25069,3.2,Business,On Time,2
559,Aradhya Kala,True,False,Pudukkottai,Offline,International,23,18371,3.1,Business,On Time,5
560,Dharmajan Singh,False,True,Gangtok,Offline,International,23,17757,3.0,Economy,Canceled,2
561,Anaya Vora,False,False,Chandigarh,Offline,International,69,7273,3.2,First,Canceled,2
562,Saksham Bhatia,False,False,Sultan Pur Majra,Offline,International,37,14134,4.5,First,On Time,2
563,Zoya Tara,False,False,Burhanpur,Offline,International,43,12878,3.9,Economy,Canceled,2
564,Siya Dugar,False,True,Warangal,Offline,International,52,18539,4.9,First,Delayed,4
565,Ela Chacko,True,True,Bihar Sharif,Offline,International,48,19277,4.5,Business,Delayed,5
566,Nitya Taneja,False,False,Nashik,Offline,International,66,12315,3.9,Economy,Canceled,4
567,Nitara Chada,False,True,Karimnagar,Offline,International,22,7436,3.8,First,Delayed,5
568,Devansh Krishna,True,True,Gulbarga,Offline,International,44,14052,3.9,Business,On Time,1
569,Veer Bakshi,True,True,Begusarai,Offline,International,30,11363,4.3,First,On Time,1
570,Yakshit Ramakrishnan,False,True,Siwan,Offline,International,53,26245,3.3,Economy,Delayed,3
571,Vanya Mane,True,False,Nagpur,Offline,International,43,24978,4.9,Business,Delayed,4
572,Seher Som,True,False,Haldia,Offline,International,46,10413,3.2,Economy,Delayed,1
573,Vaibhav Chahal,True,False,Mango,Offline,International,55,27636,4.3,Economy,Canceled,4
574,Charvi Khanna,False,True,Saharsa,Offline,International,61,15624,4.2,Business,Canceled,2
575,Bhamini Sarna,True,False,Bhiwani,Offline,International,57,29684,4.7,First,Canceled,4
576,Samar Vasa,True,False,Nagercoil,Offline,International,68,18757,3.3,First,Delayed,3
577,Devansh Batta,True,False,Khammam,Offline,International,65,22491,4.2,Business,Delayed,3
578,Priyansh Suri,False,False,Warangal,Offline,International,19,11925,4.0,First,Canceled,3
579,Mohanlal Varughese,True,True,Kadapa,Offline,International,22,29093,4.6,Economy,Canceled,1
580,Trisha Wable,False,False,Shivpuri,Offline,International,59,23707,4.3,First,Canceled,4
581,Azad Yohannan,True,False,Berhampur,Offline,International,30,12554,4.6,Business,Canceled,5
582,Ehsaan Grewal,False,False,Alwar,Offline,International,19,27554,4.3,Economy,On Time,4
583,Shlok Mangal,False,True,Kakinada,Offline,International,41,22952,4.7,Economy,Delayed,4
584,Baiju Subramanian,False,False,Ajmer,Offline,International,20,8760,4.9,Economy,Canceled,1
585,Aaina Biswas,False,True,Pondicherry,Offline,International,54,16380,3.4,Economy,On Time,3
586,Nirvaan Sahota,True,True,Guwahati,Offline,International,25,14402,5.0,First,On Time,4
587,Navya Savant,True,True,Phusro,Offline,International,65,6497,4.3,First,Delayed,4
588,Umang Amble,False,True,Bhagalpur,Offline,International,54,7843,3.4,Economy,On Time,2
589,Ivan Mani,False,True,Sri Ganganagar,Offline,International,62,29625,4.2,First,Canceled,1
590,Navya Kar,True,False,Rajkot,Offline,International,42,6212,3.7,Business,Delayed,2
591,Uthkarsh Buch,True,True,Nadiad,Offline,International,28,26991,3.1,Economy,Canceled,5
592,Riya Bhakta,False,False,Silchar,Offline,International,26,14678,3.5,Economy,On Time,1
593,Kavya Rattan,False,True,Khammam,Offline,International,58,10216,4.3,Economy,Delayed,3
594,Arhaan Mani,False,True,Gudivada,Offline,International,61,18519,4.6,Business,On Time,3
595,Vihaan Thakur,True,False,Bhagalpur,Offline,International,31,10766,3.5,Business,On Time,5
596,Anvi Barad,True,True,Karimnagar,Offline,International,29,24620,4.3,First,Delayed,1
597,Zaina Gill,False,True,Bally,Offline,International,60,19252,5.0,First,On Time,3
598,Himmat Bhargava,True,True,Dewas,Offline,International,33,17656,4.7,Economy,Canceled,2
599,Parinaaz Bose,True,False,Rajkot,Offline,International,56,9534,3.6,First,Delayed,1
600,Mannat Shukla,True,False,Hapur,Offline,International,37,7760,3.8,Economy,Delayed,2
